"dispenser_id","11-09 09","11-04 21","11-06 23","11-10 16","11-08 20","11-10 05","11-04 09","11-06 12","11-06 08","11-11 09","11-09 04","11-04 18","11-11 03","11-09 22","11-07 20","11-10 01","11-05 17","11-10 12","11-08 09","11-11 18","11-11 06","11-09 15","11-04 00","11-05 06","11-08 13","11-04 13","11-07 01","11-06 19","11-11 11","11-07 16","11-08 02","11-09 11","11-07 12","11-06 00","11-11 13","11-07 23","11-09 20","11-04 17","11-04 05","11-10 22","11-04 10","11-10 09","11-09 00","11-10 06","11-10 11","11-11 20","11-06 18","11-06 07","11-07 21","11-12 00","11-10 00","11-08 21","11-08 19","11-08 10","11-09 03","11-04 16","11-10 17","11-11 02","11-11 00","11-04 06","11-10 15","11-09 14","11-05 05","11-10 04","11-08 14","11-05 16","11-05 11","11-08 08","11-06 13","11-11 17","11-07 10","11-06 01","11-04 02","11-08 03","11-09 10","11-08 18","11-04 22","11-09 21","11-11 14","11-10 23","11-10 18","11-04 11","11-11 07","11-04 07","11-05 10","11-07 02","11-05 09","11-08 07","11-07 19","11-07 08","11-07 13","11-05 21","11-06 20","11-09 17","11-08 00","11-06 06","11-05 04","11-09 18","11-05 12","11-09 06","11-05 01","11-05 08","11-07 22","11-10 03","11-05 15","11-10 10","11-06 17","11-06 05","11-06 14","11-07 11","11-09 02","11-09 07","11-07 00","11-06 16","11-04 23","11-11 05","11-12 01","11-04 15","11-10 07","11-10 14","11-04 12","11-08 17","11-06 10","11-08 06","11-08 11","11-10 19","11-10 08","11-06 21","11-08 04","11-07 03","11-11 01","11-08 22","11-05 00","11-07 14","11-10 20","11-11 08","11-09 13","11-05 22","11-06 02","11-11 15","11-04 08","11-07 07","11-05 19","11-07 18","11-04 03","11-05 07","11-04 14","11-05 14","11-05 13","11-06 11","11-11 19","11-05 02","11-11 04","11-06 22","11-11 23","11-07 09","11-09 19","11-09 16","11-08 01","11-04 19","11-09 23","11-05 03","11-10 02","11-11 12","11-09 05","11-07 05","11-06 15","11-08 15","11-11 22","11-03 14","11-06 04","11-10 13","11-04 20","11-09 08","11-08 23","11-07 06","11-05 23","11-09 01","11-07 15","11-04 01","11-11 16","11-07 04","11-08 05","11-04 04","11-07 17","11-08 16","11-05 18","11-10 21","11-08 12","11-11 21","11-06 03","11-11 10","11-09 12","11-05 20","11-06 09"
"19277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19282","","","","","44.0","","40.0","","","","0.0","","","","","","53.0","","","","17.0","","","","","39.0","","","","","36.0","","","29.0","","39.0","","10.0","","","","","","","","","","","","59.0","","","","","59.0","11.0","","","","43.0","","","","","","12.0","","","16.0","","","23.0","","","","","28.0","35.0","","52.0","","44.0","","","56.0","34.0","","","","","","17.0","","","33.0","","","","","","","","4.0","","52.0","","","","","","","","","","55.0","","50.0","","","","20.0","","","","","15.0","","","","39.0","24.0","","","","","","","","","","","","47.0","","","","29.0","59.0","23.0","","","","","44.0","51.0","","","","","16.0","","","26.0","","","","","","20.0","","29.0","","","15.0","51.0","","6.0","","","","","47.0","","","","","23.0","56.0","","53.0","","","","17.0","44.0"
"19284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0","","","","","","","","","","33.0","","","","","","","","","","48.0","","","","","","","","","","","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0","","","","41.0","","","","","","","","","","","","","50.0","","","","","","","","","","","","","","","41.0","32.0","","","","","","","","","","","","","","","","","","","40.0","","","",""
"19293","","","","","","32.0","","","","","","","","","51.0","","","29.0","","","","57.0","","","","","","","","40.0","","34.0","","","","","20.0","","","","","","","","","","","","24.0","","33.0","","","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","","","48.0","","24.0","","","7.0","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0","","","","","","12.0","","","","","","14.0","","","0.0","","","","","10.0","19.0","","23.0","","","","","","","","","","4.0","","55.0","","","","","36.0","","","","","","","","","","44.0","","","","","","","","","42.0","","","","","","","",""
"19294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0","","","","","","","","","","","","","","","","","","","","","","",""
"19295","","","","","","","","37.0","","","","","","","","","","","","","","","","","52.0","","","","","","","","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","35.0","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","","","","","","","29.0","","","","","","","","","","","","10.0","",""
"19298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","56.0","","","0.0","","","33.0","","","","","","8.0","","","","","","","","","","","50.0","15.0","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","9.0","","","","","","","","","49.0","","","","","","","","56.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","",""
"19302","","","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","","","","","","","59.0","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","","","","","","","","47.0","","","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","28.0","","","","","","11.0","","","","","","","15.0",""
"19305","","","","","","","","38.0","","","","","","","","","","","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","","","","","25.0","","","","","","","","","","","","","","","","","","","","","","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","","","","42.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19308","","","","","44.0","7.0","","","22.0","","36.0","","","","","44.0","","44.0","","","","35.0","","","","","","33.0","","","","","","48.0","","","","","6.0","","40.0","12.0","33.0","58.0","9.0","","35.0","38.0","24.0","","","","51.0","","35.0","","","","","25.0","","","","","43.0","","","","","","","","","","","","","","","","","53.0","","28.0","","","","","15.0","","","35.0","52.0","","","26.0","","","","","","","","","","18.0","","19.0","","","21.0","","50.0","","","","","5.0","40.0","3.0","","50.0","38.0","","","","","6.0","","","","","","","","50.0","53.0","","26.0","","39.0","","","","56.0","","59.0","","27.0","","","","35.0","17.0","","","","","","","3.0","","","","13.0","","57.0","","","","38.0","","","39.0","","","","","","","","","","23.0","","52.0","","","","","19.0","","","","3.0"
"19310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0","","","","","","","56.0","","","","","","","","","","","","","","","","48.0","","","","","","","","","","23.0","","","","","","","","","","3.0","","","","","","","","","","","","","","","","","","","39.0","","","","","","","","","","","","","","","41.0","38.0","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","","7.0","19.0","","","","","","","","","","55.0","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","40.0","","",""
"19312","","","","","","","","11.0","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","","10.0","37.0","","","36.0","10.0","","","","","","","","","","","","51.0","","","4.0","","","","","","","","","","","","","","7.0","","","33.0","","","","","","","","","","","","","","","37.0","16.0","","5.0","","","38.0","","","","","","","","","","","","","","5.0","5.0","",""
"19317","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19318","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","20.0","","","","","","","58.0","","","45.0","","","","","","","","","","","","","","","","","","","","","24.0","40.0","","","","41.0","","","42.0","","","2.0","","","","","","47.0","","","","","","","","","","","","","","","","","","","","40.0","","","52.0","","","19.0","","","","","","","","","","","","","32.0","","9.0","","","","","","","","","","","","18.0","","","","","","","","","","","43.0","","","","","","","","","","","","","34.0","","50.0","39.0","","","","","","","","","","","32.0","","","","","","","","","","","","17.0","","","","40.0","","","","","","","","","",""
"19320","","","","","","","","","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0","","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19323","","","","","","","","0.0","","","","","","","","","","6.0","","","","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","","","","","","","","","","","","","","","","","","","","","","","","45.0","","","","","","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19325","","","","","","","","17.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0","","","","","","","","","","","","","","","31.0","","","","","","","","","","","","","24.0","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0","","","","","","","","","","","","","","45.0","","","","","","","","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0"
"19326","","","","56.0","","","","","46.0","","","","","","","","","","","","","","","","","","","","34.0","","","","48.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","","","","","","58.0","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","59.0","39.0","","","","","37.0","","","","50.0","","","","","","","20.0","","","","","","","","","","","","","","","","","","","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0"
"19327","19.0","28.0","24.0","57.0","51.0","24.0","35.0","51.0","","23.0","30.0","54.0","34.0","56.0","55.0","27.0","53.0","41.0","29.0","14.0","","46.0","","59.0","54.0","56.0","37.0","51.0","55.0","42.0","58.0","41.0","41.0","26.0","52.0","57.0","55.0","47.0","40.0","5.0","43.0","","46.0","40.0","52.0","46.0","39.0","","46.0","37.0","58.0","54.0","27.0","48.0","","39.0","24.0","52.0","49.0","","","48.0","57.0","31.0","49.0","41.0","51.0","","52.0","54.0","53.0","31.0","","28.0","57.0","35.0","54.0","52.0","40.0","37.0","43.0","56.0","","58.0","24.0","58.0","","53.0","41.0","32.0","50.0","38.0","51.0","52.0","26.0","","57.0","52.0","","13.0","11.0","","","54.0","48.0","18.0","55.0","","52.0","","12.0","50.0","39.0","52.0","55.0","47.0","","58.0","","21.0","19.0","58.0","48.0","12.0","56.0","17.0","23.0","42.0","","46.0","30.0","47.0","51.0","52.0","","47.0","46.0","57.0","","56.0","34.0","33.0","21.0","55.0","43.0","","53.0","55.0","51.0","31.0","53.0","","59.0","45.0","57.0","48.0","56.0","47.0","37.0","43.0","30.0","","","42.0","","17.0","59.0","17.0","43.0","","56.0","44.0","55.0","38.0","58.0","50.0","51.0","37.0","59.0","","","","","","49.0","45.0","39.0","32.0","54.0","14.0","36.0","45.0","56.0","59.0","15.0"
"19329","","44.0","","","","","","","","","","17.0","","","","","35.0","","","","","","","","","53.0","","","","","","","","","","","","45.0","","","24.0","","","","","","","","","","","","","","","47.0","","","","","","","23.0","","","55.0","28.0","","","","","","","","","","39.0","","","","","53.0","","","53.0","","53.0","","","","","37.0","","","","","39.0","","59.0","","","29.0","","","30.0","","","","","","","","","41.0","26.0","","","36.0","","","42.0","","","","","","","","","","","","49.0","","","","","","","","","","","","","35.0","46.0","","","","","30.0","","","","","","","","42.0","","","","","","","","","","","","26.0","4.0","","","","","","","","","","","10.0","","","18.0","","","","","","51.0","",""
"19331","","","","38.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","6.0","","","","35.0","","","","","","","","","","","","44.0","","","","14.0","8.0","","","","","22.0","","","","","","","","59.0","","","","","","","29.0","","","39.0","","","","","","","8.0","","","","","","","","","","","","","56.0","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","0.0","","","15.0","","","","","","","","52.0","","","","","","","","","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0","8.0","",""
"19334","","","","","","","","","","","","","","","","","","","","","","23.0","","","","37.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0",""
"19337","","16.0","","","","","","","","","","","","","","","18.0","","","","","","","","","49.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0","","","","","","","","","","","","","","55.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19339","","","","18.0","","","","","","","","","","","","","","","","32.0","","","","","","7.0","","","","","","","","","","","","","","","48.0","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0","","","","","","","26.0","","","","","","","","","","","","","","","","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","14.0","","","","",""
"19342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19345","","","","","","","","58.0","","","","12.0","","","","","","","","","","","","","","","","","","","","14.0","","","","","","29.0","","","45.0","","","","","","40.0","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","23.0","","","","","","","","54.0","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19347","","","","","","","","","","27.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","","","","3.0","","","","","","",""
"19349","","","","18.0","","","","","43.0","","","","","","","","","","","","","","","","","","","","","","","50.0","","","48.0","","","","","","","","","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","","","","","","","18.0","","","","47.0","","","","","","","","","","","","","","","","","","","","","","6.0",""
"19351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19352","","","","49.0","56.0","","","","0.0","51.0","","","","","","","","20.0","","","57.0","53.0","","","","33.0","","16.0","32.0","11.0","","","16.0","","","","40.0","","","","41.0","18.0","","45.0","39.0","","","","","","","","","","","","","","","","55.0","","","","","48.0","","","44.0","43.0","","","","47.0","","","","44.0","3.0","","","","","","35.0","","","","59.0","58.0","59.0","","29.0","54.0","","","","12.0","","","","","","28.0","","1.0","","","48.0","","","","","","","","","47.0","","51.0","","","2.0","","46.0","25.0","51.0","","","","","","","0.0","","","","","","27.0","","","","","","","","","","","","","","","","52.0","16.0","","","","","","","44.0","","53.0","","","","","","49.0","","","","1.0","","","","","41.0","","","","47.0","","","","42.0","","","35.0","52.0","",""
"19353","57.0","","","","","","48.0","","","","","","","","","","","","52.0","","","","","","59.0","","","12.0","","52.0","","57.0","","","","","48.0","","","","41.0","","","","52.0","35.0","","","","","","","","","34.0","43.0","9.0","","","","47.0","57.0","","","0.0","50.0","","","","","","","","","58.0","","","","","","35.0","56.0","","1.0","8.0","","","","58.0","","58.0","","4.0","","","46.0","","","58.0","","","","","","","6.0","","","4.0","","","","","35.0","","","","","59.0","13.0","3.0","","20.0","","","","","","","","","","","13.0","","","","","","","","","2.0","","","","","","5.0","","","","","","","48.0","54.0","32.0","","","","","","25.0","","","","26.0","","","","","","0.0","","","","","","","","","","","58.0","","","","","","","","26.0","","59.0"
