"dispenser_id","11-09 09","11-04 21","11-06 23","11-10 16","11-08 20","11-10 05","11-04 09","11-06 12","11-06 08","11-11 09","11-09 04","11-04 18","11-11 03","11-09 22","11-07 20","11-10 01","11-05 17","11-10 12","11-08 09","11-11 18","11-11 06","11-09 15","11-04 00","11-05 06","11-08 13","11-04 13","11-07 01","11-06 19","11-11 11","11-07 16","11-08 02","11-09 11","11-07 12","11-06 00","11-11 13","11-07 23","11-09 20","11-04 17","11-04 05","11-10 22","11-04 10","11-10 09","11-09 00","11-10 06","11-10 11","11-11 20","11-06 18","11-06 07","11-07 21","11-12 00","11-10 00","11-08 21","11-08 19","11-08 10","11-09 03","11-04 16","11-10 17","11-11 02","11-11 00","11-04 06","11-10 15","11-09 14","11-05 05","11-10 04","11-08 14","11-05 16","11-05 11","11-08 08","11-06 13","11-11 17","11-07 10","11-06 01","11-04 02","11-08 03","11-09 10","11-08 18","11-04 22","11-09 21","11-11 14","11-10 23","11-10 18","11-04 11","11-11 07","11-04 07","11-05 10","11-07 02","11-05 09","11-08 07","11-07 19","11-07 08","11-07 13","11-05 21","11-06 20","11-09 17","11-08 00","11-06 06","11-05 04","11-09 18","11-05 12","11-09 06","11-05 01","11-05 08","11-07 22","11-10 03","11-05 15","11-10 10","11-06 17","11-06 05","11-06 14","11-07 11","11-09 02","11-09 07","11-07 00","11-06 16","11-04 23","11-11 05","11-12 01","11-04 15","11-10 07","11-10 14","11-04 12","11-08 17","11-06 10","11-08 06","11-08 11","11-10 19","11-10 08","11-06 21","11-08 04","11-07 03","11-11 01","11-08 22","11-05 00","11-07 14","11-10 20","11-11 08","11-09 13","11-05 22","11-06 02","11-11 15","11-04 08","11-07 07","11-05 19","11-07 18","11-04 03","11-05 07","11-04 14","11-05 14","11-05 13","11-06 11","11-11 19","11-05 02","11-11 04","11-06 22","11-11 23","11-07 09","11-09 19","11-09 16","11-08 01","11-04 19","11-09 23","11-05 03","11-10 02","11-11 12","11-09 05","11-07 05","11-06 15","11-08 15","11-11 22","11-03 14","11-06 04","11-10 13","11-04 20","11-09 08","11-08 23","11-07 06","11-05 23","11-09 01","11-07 15","11-04 01","11-11 16","11-07 04","11-08 05","11-04 04","11-07 17","11-08 16","11-05 18","11-10 21","11-08 12","11-11 21","11-06 03","11-11 10","11-09 12","11-05 20","11-06 09"
"19277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19282","","","","","0.0","","17.0","","","","0.0","","","","","","53.0","","","","17.0","","","","","6.0","","","","","36.0","","","11.0","","39.0","","10.0","","","","","","","","","","","","10.0","","","","","59.0","10.0","","","","31.0","","","","","","12.0","","","16.0","","","23.0","","","","","28.0","35.0","","52.0","","31.0","","","56.0","6.0","","","","","","17.0","","","32.0","","","","","","","","1.0","","0.0","","","","","","","","","","55.0","","7.0","","","","20.0","","","","","15.0","","","","39.0","24.0","","","","","","","","","","","","47.0","","","","29.0","41.0","23.0","","","","","44.0","51.0","","","","","16.0","","","26.0","","","","","","20.0","","3.0","","","15.0","51.0","","6.0","","","","","47.0","","","","","23.0","56.0","","53.0","","","","17.0","44.0"
"19284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0","","","","","","","","","","21.0","","","","","","","","","","43.0","","","","","","","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","41.0","","","","","","","","","","","","","46.0","","","","","","","","","","","","","","","41.0","32.0","","","","","","","","","","","","","","","","","","","40.0","","","",""
"19293","","","","","","32.0","","","","","","","","","51.0","","","29.0","","","","48.0","","","","","","","","40.0","","34.0","","","","","15.0","","","","","","","","","","","","24.0","","33.0","","","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","","","48.0","","24.0","","","7.0","","","","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0","","","","","","12.0","","","","","","14.0","","","0.0","","","","","10.0","19.0","","23.0","","","","","","","","","","4.0","","55.0","","","","","36.0","","","","","","","","","","44.0","","","","","","","","","37.0","","","","","","","",""
"19294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","","","","","","","","","","","","","","","","","","54.0","","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0","","","","","","","","","","","","","","","","","","","","","","",""
"19295","","","","","","","","37.0","","","","","","","","","","","","","","","","","52.0","","","","","","","","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","35.0","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","","","","","","","29.0","","","","","","","","","","","","10.0","",""
"19298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","56.0","","","0.0","","","33.0","","","","","","8.0","","","","","","","","","","","2.0","15.0","","","","","","","","","","","","","","","","","","","","","28.0","","","","","","","","","","","","","0.0","","","","","","","","","48.0","","","","","","","","56.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","",""
"19302","","","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","","","","","","","","47.0","","","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","28.0","","","","","","11.0","","","","","","","15.0",""
"19305","","","","","","","","38.0","","","","","","","","","","","","","","","","","","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0","","","","","","","","25.0","","","","","","","","","","","","","","","","","","","","","","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","","","","42.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19308","","","","","41.0","7.0","","","11.0","","36.0","","","","","25.0","","20.0","","","","17.0","","","","","","33.0","","","","","","10.0","","","","","3.0","","28.0","12.0","31.0","58.0","1.0","","35.0","35.0","17.0","","","","37.0","","35.0","","","","","25.0","","","","","43.0","","","","","","","","","","","","","","","","","30.0","","4.0","","","","","15.0","","","22.0","52.0","","","11.0","","","","","","","","","","18.0","","3.0","","","21.0","","44.0","","","","","5.0","40.0","3.0","","17.0","38.0","","","","","5.0","","","","","","","","17.0","53.0","","11.0","","35.0","","","","56.0","","59.0","","11.0","","","","5.0","1.0","","","","","","","3.0","","","","13.0","","24.0","","","","28.0","","","39.0","","","","","","","","","","23.0","","1.0","","","","","8.0","","","","0.0"
"19310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","","","","","","","56.0","","","","","","","","","","","","","","","","48.0","","","","","","","","","","23.0","","","","","","","","","","3.0","","","","","","","","","","","","","","","","","","","39.0","","","","","","","","","","","","","","","41.0","38.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","","7.0","19.0","","","","","","","","","","55.0","","","","","","44.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","40.0","","",""
"19312","","","","","","","","11.0","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","","10.0","37.0","","","36.0","10.0","","","","","","","","","","","","27.0","","","4.0","","","","","","","","","","","","","","7.0","","","33.0","","","","","","","","","","","","","","","37.0","16.0","","5.0","","","38.0","","","","","","","","","","","","","","5.0","5.0","",""
"19317","","","","","","","","46.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19318","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0","","","20.0","","","","","","","58.0","","","45.0","","","","","","","","","","","","","","","","","","","","","24.0","40.0","","","","41.0","","","42.0","","","1.0","","","","","","47.0","","","","","","","","","","","","","","","","","","","","9.0","","","52.0","","","19.0","","","","","","","","","","","","","32.0","","9.0","","","","","","","","","","","","18.0","","","","","","","","","","","43.0","","","","","","","","","","","","","1.0","","50.0","4.0","","","","","","","","","","","32.0","","","","","","","","","","","","17.0","","","","40.0","","","","","","","","","",""
"19320","","","","","","","","","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0","","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19323","","","","","","","","0.0","","","","","","","","","","6.0","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","","","","","","","","","","","","","","","","","","","","","","","","45.0","","","","","","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19325","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0","","","","","","","","","","","","","","","31.0","","","","","","","","","","","","","24.0","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0","","","","","","","","","","","","","","44.0","","","","","","","","","","","","","","","","","","","","","12.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.0"
"19326","","","","56.0","","","","","46.0","","","","","","","","","","","","","","","","","","","","34.0","","","","47.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","","","","","","9.0","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","59.0","39.0","","","","","22.0","","","","44.0","","","","","","","16.0","","","","","","","","","","","","","","","","","","","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0"
"19327","19.0","10.0","0.0","24.0","51.0","11.0","35.0","50.0","","21.0","30.0","15.0","28.0","1.0","53.0","27.0","14.0","25.0","29.0","14.0","","30.0","","45.0","11.0","31.0","17.0","41.0","5.0","25.0","9.0","3.0","1.0","4.0","17.0","54.0","4.0","8.0","40.0","5.0","6.0","","19.0","25.0","3.0","46.0","8.0","","16.0","6.0","58.0","0.0","12.0","29.0","","39.0","24.0","7.0","30.0","","","24.0","35.0","0.0","26.0","17.0","6.0","","5.0","0.0","53.0","24.0","","28.0","3.0","35.0","9.0","9.0","38.0","19.0","16.0","42.0","","54.0","12.0","32.0","","53.0","0.0","32.0","13.0","0.0","17.0","17.0","0.0","","24.0","52.0","","13.0","6.0","","","10.0","32.0","18.0","5.0","","13.0","","12.0","6.0","39.0","6.0","0.0","30.0","","8.0","","6.0","0.0","7.0","5.0","12.0","56.0","8.0","23.0","29.0","","19.0","10.0","1.0","16.0","27.0","","11.0","10.0","45.0","","0.0","3.0","33.0","21.0","9.0","43.0","","1.0","5.0","14.0","31.0","41.0","","24.0","45.0","28.0","29.0","20.0","23.0","31.0","19.0","30.0","","","42.0","","17.0","13.0","4.0","43.0","","22.0","44.0","23.0","17.0","31.0","48.0","35.0","37.0","27.0","","","","","","10.0","2.0","7.0","23.0","25.0","1.0","27.0","45.0","4.0","0.0","15.0"
"19329","","17.0","","","","","","","","","","3.0","","","","","0.0","","","","","","","","","0.0","","","","","","","","","","","","10.0","","","6.0","","","","","","","","","","","","","","","47.0","","","","","","","17.0","","","25.0","21.0","","","","","","","","","","13.0","","","","","44.0","","","5.0","","17.0","","","","","37.0","","","","","39.0","","5.0","","","6.0","","","27.0","","","","","","","","","41.0","3.0","","","36.0","","","4.0","","","","","","","","","","","","4.0","","","","","","","","","","","","","35.0","1.0","","","","","30.0","","","","","","","","42.0","","","","","","","","","","","","23.0","4.0","","","","","","","","","","","10.0","","","18.0","","","","","","51.0","",""
"19331","","","","38.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","6.0","","","","22.0","","","","","","","","","","","","44.0","","","","14.0","8.0","","","","","22.0","","","","","","","","56.0","","","","","","","29.0","","","19.0","","","","","","","8.0","","","","","","","","","","","","","53.0","","","","","","","","","","","","","","","","","","16.0","","","","","","","","","","","","","","0.0","","","15.0","","","","","","","","52.0","","","","","","","","","22.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0","8.0","",""
"19334","","","","","","","","","","","","","","","","","","","","","","23.0","","","","37.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0",""
"19337","","16.0","","","","","","","","","","","","","","","18.0","","","","","","","","","49.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","55.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19339","","","","18.0","","","","","","","","","","","","","","","","32.0","","","","","","7.0","","","","","","","","","","","","","","","48.0","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0","","","","","","","26.0","","","","","","","","","","","","","","","","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","14.0","","","","",""
"19342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19345","","","","","","","","58.0","","","","12.0","","","","","","","","","","","","","","","","","","","","3.0","","","","","","29.0","","","45.0","","","","","","40.0","","","","","","","","","","","","","","11.0","","","","","","","","","","","","","","","","","","","","","","","","20.0","","","","","","","","53.0","59.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19347","","","","","","","","","","27.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","","","","3.0","","","","","","",""
"19349","","","","18.0","","","","","43.0","","","","","","","","","","","","","","","","","","","","","","","50.0","","","5.0","","","","","","","","","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","","","","","","","18.0","","","","47.0","","","","","","","","","","","","","","","","","","","","","","6.0",""
"19351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0","","","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19352","","","","49.0","56.0","","","","0.0","51.0","","","","","","","","20.0","","","55.0","53.0","","","","22.0","","15.0","25.0","11.0","","","16.0","","","","12.0","","","","41.0","18.0","","36.0","1.0","","","","","","","","","","","","","","","","6.0","","","","","48.0","","","44.0","10.0","","","","47.0","","","","17.0","3.0","","","","","","35.0","","","","59.0","58.0","59.0","","5.0","39.0","","","","12.0","","","","","","28.0","","1.0","","","6.0","","","","","","","","","47.0","","15.0","","","2.0","","46.0","8.0","46.0","","","","","","","0.0","","","","","","27.0","","","","","","","","","","","","","","","","5.0","16.0","","","","","","","44.0","","53.0","","","","","","49.0","","","","1.0","","","","","26.0","","","","47.0","","","","41.0","","","35.0","43.0","",""
"19353","19.0","","","","","","42.0","","","","","","","","","","","","51.0","","","","","","59.0","","","12.0","","52.0","","5.0","","","","","7.0","","","","41.0","","","","45.0","35.0","","","","","","","","","34.0","43.0","9.0","","","","43.0","33.0","","","0.0","50.0","","","","","","","","","53.0","","","","","","35.0","56.0","","1.0","8.0","","","","58.0","","17.0","","4.0","","","46.0","","","21.0","","","","","","","6.0","","","4.0","","","","","35.0","","","","","59.0","13.0","3.0","","20.0","","","","","","","","","","","13.0","","","","","","","","","1.0","","","","","","1.0","","","","","","","47.0","39.0","32.0","","","","","","25.0","","","","2.0","","","","","","0.0","","","","","","","","","","","52.0","","","","","","","","0.0","","59.0"
