"dispenser_id","10-30 01","10-31 15","10-31 20","10-31 00","11-01 10","10-27 17","11-03 15","11-01 06","10-31 11","10-29 12","11-01 21","10-28 11","10-27 20","10-31 04","11-04 00","10-29 05","11-03 04","11-01 17","10-31 07","10-27 06","11-02 14","11-03 19","11-02 20","10-30 09","10-30 12","10-28 22","10-29 16","10-29 01","10-28 03","10-28 15","11-02 03","11-03 08","10-28 06","10-27 03","11-03 09","11-03 23","10-27 14","10-28 18","10-30 23","11-02 07","11-01 14","10-26 23","10-29 23","10-30 17","11-01 09","10-31 18","11-03 12","11-01 13","10-27 16","11-02 13","11-03 21","10-30 02","10-31 03","10-30 20","11-02 11","11-03 01","11-02 18","10-31 14","10-28 09","10-30 16","10-27 08","10-27 05","10-28 00","11-02 22","10-31 10","10-29 18","10-28 05","10-31 23","10-29 13","10-27 09","10-28 17","10-29 07","10-30 08","11-02 02","10-29 02","11-02 21","10-28 04","10-31 08","10-30 13","10-27 21","11-03 20","10-30 05","11-02 00","11-03 16","10-30 19","10-31 19","11-02 06","11-02 10","11-01 03","10-31 09","11-02 17","10-28 12","11-03 05","11-02 19","10-27 10","10-31 02","10-27 04","11-03 11","11-03 02","10-30 21","10-27 15","10-30 15","11-03 13","11-03 22","10-30 07","10-27 11","11-03 00","11-01 23","10-29 09","11-01 05","10-29 03","10-29 17","11-01 12","11-02 12","10-29 20","10-30 10","10-31 13","11-02 23","11-02 08","10-31 22","11-01 01","10-27 22","11-02 05","11-01 16","11-02 16","11-01 18","10-31 16","10-30 14","11-01 20","10-29 14","10-28 16","10-28 01","11-03 06","10-28 13","11-02 01","10-31 05","11-01 07","10-28 08","10-30 04","10-29 06","10-27 19","11-03 17","10-30 03","10-28 23","10-28 20","10-27 00","10-29 10","10-27 18","11-01 04","10-30 00","10-31 01","10-27 12","10-27 01","11-01 22","10-29 08","11-01 11","11-03 10","11-02 09","10-26 21","10-29 21","10-28 10","11-03 03","10-30 11","10-31 12","10-29 11","10-31 21","10-27 07","11-03 14","10-30 06","10-29 04","10-28 21","11-01 19","11-02 15","10-27 23","11-04 01","11-03 07","10-28 14","10-27 02","10-29 15","11-03 18","11-01 08","10-31 17","10-29 00","11-02 04","10-31 06","11-01 00","10-30 22","10-29 22","10-28 07","10-30 18","10-28 19","10-29 19","10-27 13","11-01 15","10-28 02"
"11024","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","4","","","","","","","7","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"11026","","","","","","3","","","","1","","","","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","3","","","","","","","2","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"11028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"11029","","","","","","","","","","","","3","2","","","3","","","","","","","","","","15","","","","1","","","3","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","2","1","","","1","","","","3","","","","4","","","5","","","","","3","1","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","4","","","2","","5","","4"
"11036","","","3","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","2","","","","","2","2","","","3","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","1","","","3","","","","3","1","","1","","","","","","","","","","","3","","","","","","","","","","2","","","","","","","","","","6","","","","","7","","","5","","","","","","","2","","","","","","","","","3","","","","7","","","","","","","","",""
"11037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"11040","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","3","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"11042","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"11043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11044","","","","","","5","1","","","1","","","2","","","","","","","2","2","4","1","1","","3","1","","1","","","","1","","","14","2","3","","3","","","","1","3","","","","2","3","3","","","","3","","5","","","2","6","4","3","","","6","1","","4","2","3","","2","1","","","","","","1","1","","","5","","","","2","","","1","","","","2","","","","","","4","","","4","","3","","3","3","","","5","","3","","2","","","1","","5","3","3","","2","","","","","1","","","","","1","","","2","","","2","2","","","2","","6","","","","","6","1","","","2","","1","","","","","1","","8","","2","2","","1","1","","2","1","","","","4","","1","","","1","","","6","","","","1","3","","1","",""
"11045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11046","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","1","",""
"11047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11050","9","7","16","4","29","22","2","2","3","11","8","27","3","1","5","2","6","6","","1","17","29","19","8","25","1","8","3","","1","","21","","1","15","","9","9","6","","14","","6","10","47","8","16","56","12","30","13","6","2","2","18","9","25","15","32","8","3","","","7","27","1","13","8","2","4","15","15","13","1","3","8","15","2","6","16","14","31","12","9","3","25","2","6","20","8","20","8","1","50","7","2","","47","","7","2","3","24","3","11","44","","2","1","7","","5","87","9","5","28","10","6","4","56","31","11","2","58","38","17","8","20","73","2","5","6","4","","","8","19","14","3","","10","13","2","","1","2","11","29","2","2","3","7","1","14","21","44","43","25","","7","29","7","7","20","8","12","","46","2","1","21","34","19","12","3","5","6","1","3","1","24","16","","1","2","18","3","5","1","66","1","43","22","11","4"
"11051","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11052","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
"11054","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11055","","","","","","","","","","","","1","4","","","","1","","","2","","3","","","","","5","","1","","","","","","2","","","","","","","","","","","","","","","","1","","","","","","","1","1","","5","5","","","","1","","","1","","","1","","","","","","","","1","2","","","","","","","1","","","5","1","1","","1","","4","","","","","","","","","4","2","","","","","","","","","","","1","","","","","","","2","","","","","1","2","1","1","","","","","1","","","","","","","","","1","5","","","","10","","","6","","","","","","2","","","","","","1","","","","","","","","","","1","2","2","1","","","","","","","","","","","","","","",""
"11057","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11060","","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11061","2","2","","1","","10","4","","","1","","30","4","","","","","1","","","1","3","3","","","","9","","1","","","2","","","","","16","12","","","","","","2","","","","1","18","","","","","","29","","3","","12","","","","2","","","7","","","1","1","","4","1","","","1","1","","","30","1","","1","","","","1","2","","","1","21","","6","","1","","","","","16","","1","1","","5","2","","3","","","8","1","5","1","","","","2","","3","2","","5","20","","","","","","2","","","5","","1","","","","","29","","","3","3","","2","32","","","","7","","3","","1","1","","","1","21","","","4","5","","","","","","2","","1","","4","","3","","9","4","","","","","","1","","","","","10","4","52","3",""
"11062","","","","","","","6","","","1","","","","","","","","","","","","","","","","2","","","","","","","1","","","5","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","1","","","3","","","","","","","","","","","","","","","","","","","","2","","2","","1","","","","1","","","","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","2","","","","","","2","","","","","2","","","","","","","","","","","","","","1","",""
"11063","","6","2","","5","1","","","","2","","","","2","","","2","1","","1","","1","7","1","2","1","","1","","","","2","","","","","5","2","","","2","","","2","6","","6","9","2","6","1","","","5","10","4","2","1","1","1","6","2","","2","7","","4","1","","55","5","3","","","","4","","2","1","","","","","4","1","2","1","4","","4","1","","","11","44","","2","2","","1","3","","","","1","16","1","","","1","","","","5","","","10","","2","2","1","","","4","4","5","14","3","8","","","6","1","","1","","","","1","3","30","","","","7","4","","12","1","","","6","3","4","5","7","2","4","","2","1","1","","3","","","3","2","6","3","2","14","","1","","1","3","","","","5","36","1","","","","","2","1","1","6","","13","7","3"
"11065","","","","","1","","","","1","1","","1","","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","1","","","","","","",""
"11066","","","","","","13","1","","","1","","2","2","","","","4","","","","","2","","2","49","","1","","","2","","","6","1","4","","7","","","","","","","1","","","9","","7","","5","1","","","","","","","8","8","1","3","5","","","5","","","12","49","2","4","","","","1","","","4","6","","","","","1","","","","","","7","2","","","15","","","5","12","2","6","8","20","5","1","3","2","","8","","","3","","","1","","","6","","","","4","","","","","","4","","5","","","4","","","","","","","","2","7","","","","","3","7","","","","5","","","12","","","","","","6","","","3","7","2","","4","5","1","1","","","6","","2","1","3","9","7","","","","","","","","2","6","8","2","6","6","","2"
"11069","","3","","","4","","","","1","","","5","","","","","","1","","","2","","3","","1","","","","","","","","","","","","5","","","","","","","","","","","","5","","","","","1","9","","3","3","","1","","","","2","","","","","","","","","","","","7","","","","","","","","2","1","","","","","","","10","","","1","","","2","","","4","3","","","","","","","","","","","","4","","","2","","","2","","","","","7","","16","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","4","","","","","","","","","","","","1","","","","","7","","","","","","","","","","","","","","","","","1","","","","5",""
"11071","","","","","3","6","","","12","2","","1","","","1","51","","21","","","","","5","","3","1","","","","","","","","","","","7","","","","","","3","2","1","","2","15","5","2","","","","4","2","","1","2","","5","","","","6","","60","","","3","","1","","","","1","12","1","","","","","","","21","","","","3","","3","1","2","4","","1","","","2","","","4","","2","2","","2","5","","1","","","1","2","3","2","3","5","2","","1","","","","2","3","4","6","1","","2","","","1","1","","","","1","","","","","","16","20","","1","","","","","6","","","","10","","","","","1","","3","1","4","2","","","","","17","","1","","","","","","","","","","9","","","","","","","","","22","2","4",""
"11072","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"11074","","","","","","1","","","","11","","4","","","","","","","","","1","","5","18","","7","9","3","","6","","1","","5","1","","2","3","","","","","1","","1","","13","6","3","3","","7","","","10","","","3","3","","11","","2","16","1","17","","1","8","1","1","","8","","","4","","","8","","","2","","","4","","3","5","1","2","2","2","","15","14","","","10","","","6","7","27","","","8","","","3","","1","3","","6","2","6","2","5","13","1","","","","","13","3","1","","","4","1","","","5","3","","1","7","","","2","","","","3","","3","","","","1","1","","1","2","1","4","","","6","7","","4","3","4","","","","","","1","","","2","","1","9","2","10","","","","2","","","1","","2","","","1","9","3","1",""
"11076","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11078","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"11079","","","","","26","","","","","","","58","","","1","","","","","","6","24","","","","","","","","18","","5","","","17","17","","25","","","12","","","","43","10","","8","","13","3","","","","","","","","5","","12","","","9","","","","","","20","59","","","","","15","1","","","","10","","1","","","17","","16","","","","18","","1","","","","","","","","","","","","","8","29","","","","","12","21","","","","39","","","1","","","","4","","14","","","","47","1","","27","","","","17","","","","20","","","","","","","","","","","","5","","23","","7","","","33","","","","","","3","","","","","","12","","","","49","","","6","","18","","","","","","","","","16","","","49","1"
"11080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11083","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11086","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11087","","3","","3","1","1","","13","","79","","","9","1","","3","3","","","","11","5","1","4","","","3","","","","","9","","","6","","14","4","19","1","","","","","","","5","","11","18","","","","22","1","10","7","","2","","10","","","","2","1","","","52","2","2","6","","","","","","","","7","","","","17","25","","","","5","","7","1","","","3","","","6","11","20","6","1","28","","5","11","6","","","2","","3","1","8","2","2","","","","","5","1","","2","1","","1","","","15","","","3","","","","5","5","","","4","15","","1","4","","21","30","2","","","11","","","9","","12","","","1","","","1","1","8","","","","","","2","","8","1","3","2","2","4","17","7","","","1","","","3","16","","4","1","","2","10","2",""
"11088","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11090","","2","7","","","3","","","3","1","6","4","1","","","7","2","5","1","","1","2","3","","","","","2","","10","","4","","","8","","","8","","7","","","1","","","9","4","","","8","","","","","4","2","10","","","","","1","","5","","1","","9","7","","4","26","2","","4","","","","","5","1","","2","","","","","6","","","","9","4","3","1","","","3","1","","","","10","","3","","2","","7","","2","","1","13","2","","5","4","","6","","11","1","","2","4","2","","4","5","3","","2","10","5","","","","","2","15","1","","1","3","","3","1","","","","","","7","3","","10","1","","4","","","2","5","1","1","","6","","1","1","1","4","6","","2","5","","6","8","","3","","8","32","1","","2","","","5","2","","",""
"11091","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
